BOL_Number,Carrier,Forwarder,Customer,Commodity,Container_Type,Num_Containers,POL,POD,Incoterms,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,On_Time_Delivery,Delay_Reason,Freight_Rate_USD,Total_Freight_USD,Cargo_Weight_KG,Cargo_Value_USD,Shipment_Status
BOL002071,Hapag-Lloyd,Sinotrans,Groupe Touchette,Chemicals,20RF,7,Hamburg,Chicago,FOB,2022-03-13,2022-03-30,2022-04-03,17,4,No,Bad Weather,1432.39,10026.73,153249.9,340181.82,Delivered
BOL002072,MSC,Panalpina,Metro Inc,Electronics,40GP,6,Shenzhen,Vancouver,DDP,2023-03-05,2023-03-30,2023-03-30,25,0,Yes,None,1337.82,8026.92,90909.33,299669.6,Delivered
BOL002073,MSC,Sinotrans,Groupe Touchette,Auto Parts,20RF,10,Busan,Los Angeles,EXW,2022-05-26,2022-06-25,2022-06-25,30,0,Yes,None,2849.44,28494.4,278957.1,167538.45,Delivered
BOL002074,CMA CGM,DSV,Indigo Books,Furniture,45HC,4,Shanghai,Toronto,DDP,2022-08-30,2022-09-26,2022-09-26,27,0,Yes,None,3208.09,12832.36,83772.56,427196.49,Delivered
BOL002075,COSCO,DB Schenker,Best Buy Canada,Toys,40RF,3,Ningbo,Halifax,CFR,2022-11-14,2022-12-20,2022-12-30,36,10,No,Equipment Shortage,832.01,2496.03,73757.79,155288.29,Delayed
BOL002076,Evergreen,DSV,Sobeys,Toys,20RF,9,Ningbo,Halifax,FOB,2022-05-12,2022-06-13,2022-06-21,32,8,No,Bad Weather,1836.15,16525.35,108144.75,12410.73,Delayed
BOL002077,CMA CGM,Nippon Express,Indigo Books,Steel Products,20GP,8,Singapore,Houston,CIF,2024-08-29,2024-09-23,2024-09-23,25,0,Yes,None,1477.7,11821.6,101814.62,33235.45,Delivered
BOL002078,MSC,Kuehne+Nagel,Walmart Canada,Auto Parts,45HC,8,Hamburg,Chicago,EXW,2024-05-26,2024-07-08,2024-07-18,43,10,No,Documentation Error,2023.38,16187.04,91295.64,261233.31,Delayed
BOL002079,HMM,Expeditors,Sport Chek,Auto Parts,40RF,6,Hong Kong,Vancouver,EXW,2022-10-06,2022-11-02,2022-11-09,27,7,No,Port Congestion,4361.48,26168.88,90025.06,350735.95,Delayed
BOL002080,Yang Ming,Sinotrans,Mountain Equipment,Apparel,40HC,9,Rotterdam,Houston,FOB,2024-11-22,2024-12-07,2024-12-07,15,0,Yes,None,1859.47,16735.23,105983.44,305980.98,Delivered
BOL002081,HMM,Panalpina,Walmart Canada,Machinery,40GP,1,Rotterdam,Houston,CFR,2024-04-03,2024-04-25,2024-04-25,22,0,Yes,None,4374.53,4374.53,23661.97,23829.21,Delivered
BOL002082,ZIM,Kuehne+Nagel,Sobeys,Furniture,40RF,3,Shanghai,New York,DDP,2023-04-21,2023-05-11,2023-05-11,20,0,Yes,None,2463.19,7389.57,78742.42,128223.5,Delivered
BOL002083,Evergreen,Nippon Express,Walmart Canada,Textiles,40HC,7,Ningbo,Vancouver,DDP,2024-04-27,2024-05-21,2024-05-21,24,0,Yes,None,1495.8,10470.6,45082.95,405177.15,Delivered
BOL002084,COSCO,Sinotrans,Sport Chek,Chemicals,20GP,7,Hong Kong,Halifax,CFR,2023-01-16,2023-03-02,2023-03-02,45,0,Yes,None,2339.93,16379.51,86350.94,442182.19,Delivered
BOL002085,CMA CGM,DB Schenker,Home Depot Canada,Chemicals,40HC,2,Colombo,Montreal,CIF,2023-04-20,2023-05-26,2023-05-26,36,0,Yes,None,2734.68,5469.36,11321.23,317954.59,Delivered
BOL002086,CMA CGM,DSV,Hudson Bay,Textiles,40HC,10,Colombo,Chicago,CFR,2024-12-07,2025-01-14,2025-01-14,38,0,Yes,None,1808.28,18082.8,185546.35,360228.13,In Transit
BOL002087,COSCO,Expeditors,Hudson Bay,Toys,40GP,2,Kaohsiung,Montreal,FOB,2024-07-08,2024-07-24,2024-07-24,16,0,Yes,None,3278.44,6556.88,48627.81,92105.28,Delivered
BOL002088,Yang Ming,Panalpina,Reitmans,Furniture,45HC,9,Hamburg,Montreal,DAP,2022-11-23,2022-12-08,2022-12-08,15,0,Yes,None,2414.97,21734.73,105646.84,395947.54,Delivered
BOL002089,ZIM,Nippon Express,Loblaws,Textiles,40RF,7,Colombo,Seattle,CIF,2023-01-17,2023-03-02,2023-03-02,44,0,Yes,None,4431.76,31022.32,151302.41,83276.18,Delivered
BOL002090,Evergreen,Expeditors,Hudson Bay,Chemicals,20RF,4,Hong Kong,Seattle,DAP,2022-06-13,2022-06-27,2022-06-27,14,0,Yes,None,3848.35,15393.4,44468.3,320314.72,Delivered
BOL002091,Evergreen,Expeditors,Giant Tiger,Electronics,20GP,1,Kaohsiung,Seattle,CIF,2022-09-22,2022-11-03,2022-11-03,42,0,Yes,None,1742.35,1742.35,9898.21,270062.86,Delivered
BOL002092,ONE,Expeditors,Indigo Books,Chemicals,45HC,1,Ningbo,Houston,EXW,2022-09-17,2022-10-11,2022-10-11,24,0,Yes,None,1955.04,1955.04,8753.99,134741.14,Delivered
BOL002093,HMM,Sinotrans,Empire Company,Food Products,20GP,2,Shenzhen,Houston,DDP,2024-07-10,2024-08-22,2024-08-22,43,0,Yes,None,2337.61,4675.22,54669.04,273344.14,Delivered
BOL002094,Yang Ming,Expeditors,IKEA Canada,Toys,40HC,7,Colombo,Chicago,DDP,2024-07-31,2024-08-28,2024-08-28,28,0,Yes,None,3052.27,21365.89,82820.22,483020.62,Delivered
BOL002095,Maersk,DB Schenker,Indigo Books,Electronics,40RF,3,Hamburg,Seattle,DDP,2023-01-19,2023-02-13,2023-02-13,25,0,Yes,None,1848.67,5546.01,56557.85,182602.15,Delivered
BOL002096,COSCO,CEVA Logistics,Costco Canada,Steel Products,20RF,5,Rotterdam,Toronto,EXW,2023-05-05,2023-06-04,2023-06-04,30,0,Yes,None,4347.88,21739.4,73500.77,25569.14,Delivered
BOL002097,MSC,Expeditors,Reitmans,Food Products,40GP,10,Colombo,Seattle,CIF,2022-06-24,2022-07-16,2022-07-16,22,0,Yes,None,2693.11,26931.1,209576.09,128248.7,Delivered
BOL002098,Maersk,Expeditors,Costco Canada,Apparel,20GP,6,Shanghai,Montreal,EXW,2023-05-23,2023-06-28,2023-06-28,36,0,Yes,None,4097.04,24582.24,105639.79,499123.68,Delivered
BOL002099,COSCO,Sinotrans,Shoppers Drug Mart,Toys,40HC,7,Hamburg,Los Angeles,FOB,2024-07-25,2024-08-25,2024-08-25,31,0,Yes,None,2496.02,17472.14,55817.37,331409.14,Delivered
BOL002100,ONE,Panalpina,Mountain Equipment,Steel Products,45HC,10,Hong Kong,Halifax,CFR,2024-01-20,2024-03-01,2024-03-01,41,0,Yes,None,3270.81,32708.1,118037.48,480750.04,Delivered
BOL002101,COSCO,Expeditors,Home Depot Canada,Chemicals,40GP,7,Shenzhen,Chicago,EXW,2022-02-22,2022-03-29,2022-03-29,35,0,Yes,None,1295.81,9070.67,149321.85,50659.64,Delivered
BOL002102,CMA CGM,Kuehne+Nagel,Shoppers Drug Mart,Apparel,40RF,6,Colombo,Montreal,DAP,2023-12-08,2024-01-01,2024-01-01,24,0,Yes,None,1330.63,7983.78,158757.94,471778.06,Delivered
BOL002103,CMA CGM,DSV,Sport Chek,Toys,40HC,8,Busan,Toronto,DDP,2022-05-18,2022-06-12,2022-06-12,25,0,Yes,None,1892.97,15143.76,94436.68,82979.51,Delivered
BOL002104,CMA CGM,DSV,Empire Company,Apparel,20RF,3,Hong Kong,New York,CIF,2024-08-06,2024-09-01,2024-09-01,26,0,Yes,None,1910.69,5732.07,18911.16,413041.81,Delivered
BOL002105,MSC,CEVA Logistics,Home Depot Canada,Furniture,45HC,4,Kaohsiung,Chicago,DDP,2022-01-20,2022-02-14,2022-02-14,25,0,Yes,None,1871.38,7485.52,96865.68,395133.6,Delivered
BOL002106,Hapag-Lloyd,DB Schenker,IKEA Canada,Apparel,40HC,10,Hamburg,Halifax,CIF,2024-01-11,2024-02-04,2024-02-04,24,0,Yes,None,2902.28,29022.8,212702.47,148333.43,Delivered
BOL002107,Hapag-Lloyd,Nippon Express,Mountain Equipment,Textiles,20RF,10,Singapore,New York,DDP,2023-10-28,2023-11-30,2023-11-30,33,0,Yes,None,1121.75,11217.5,272303.25,65788.11,Delivered
BOL002108,MSC,DSV,IKEA Canada,Furniture,40RF,10,Colombo,Miami,DAP,2022-05-21,2022-06-16,2022-06-16,26,0,Yes,None,2399.9,23999.0,90457.15,236223.55,Delivered
BOL002109,Evergreen,DSV,Empire Company,Electronics,20GP,3,Colombo,Vancouver,FOB,2022-09-21,2022-10-12,2022-10-12,21,0,Yes,None,3091.21,9273.63,75916.73,356797.22,Delivered
BOL002110,Yang Ming,Expeditors,Hudson Bay,Machinery,20RF,1,Kaohsiung,Miami,EXW,2022-03-12,2022-04-05,2022-04-05,24,0,Yes,None,2857.41,2857.41,19828.67,358588.3,Delivered
BOL002111,COSCO,DB Schenker,Giant Tiger,Auto Parts,20RF,1,Hong Kong,Miami,FOB,2022-08-28,2022-09-17,2022-09-17,20,0,Yes,None,2698.61,2698.61,6612.38,116309.5,Delivered
BOL002112,MSC,Kuehne+Nagel,Costco Canada,Electronics,45HC,8,Shenzhen,Seattle,DDP,2023-04-24,2023-06-04,2023-06-04,41,0,Yes,None,999.19,7993.52,95272.28,463627.21,Delivered
BOL002113,Hapag-Lloyd,CEVA Logistics,Indigo Books,Steel Products,20GP,2,Busan,Chicago,EXW,2022-08-24,2022-10-07,2022-10-07,44,0,Yes,None,1684.96,3369.92,19473.44,87855.21,Delivered
BOL002114,ONE,Kuehne+Nagel,IKEA Canada,Toys,45HC,7,Hong Kong,Los Angeles,CIF,2024-10-06,2024-10-24,2024-10-24,18,0,Yes,None,2076.29,14534.03,168046.59,253006.43,Delivered
BOL002115,ZIM,Sinotrans,Groupe Touchette,Electronics,40GP,8,Shanghai,Houston,CIF,2024-02-12,2024-03-10,2024-03-10,27,0,Yes,None,4350.82,34806.56,132704.45,47646.37,Delivered
BOL002116,Yang Ming,Expeditors,Loblaw Companies,Steel Products,45HC,1,Kaohsiung,Miami,CIF,2023-02-26,2023-03-15,2023-03-15,17,0,Yes,None,850.56,850.56,18657.58,147658.35,Delivered
BOL002117,Hapag-Lloyd,Expeditors,Indigo Books,Electronics,20GP,6,Hamburg,Vancouver,CFR,2023-03-23,2023-05-05,2023-05-05,43,0,Yes,None,2734.79,16408.74,31228.55,22949.73,Delivered
BOL002118,COSCO,DB Schenker,Aldo Group,Textiles,20GP,7,Singapore,Montreal,CIF,2023-05-27,2023-06-21,2023-06-21,25,0,Yes,None,2049.29,14345.03,121057.2,250550.86,Delivered
BOL002119,CMA CGM,DSV,Shoppers Drug Mart,Chemicals,20GP,10,Hong Kong,Montreal,CFR,2023-05-14,2023-06-26,2023-06-26,43,0,Yes,None,2623.68,26236.8,82692.35,426949.82,Delivered
BOL002120,COSCO,Nippon Express,Indigo Books,Furniture,20RF,2,Busan,Chicago,CIF,2023-12-31,2024-02-03,2024-02-03,34,0,Yes,None,4108.41,8216.82,53921.51,393044.27,Delivered
BOL002121,Yang Ming,DSV,Mountain Equipment,Machinery,20RF,4,Singapore,New York,DAP,2023-02-27,2023-04-13,2023-04-13,45,0,Yes,None,1337.87,5351.48,42127.9,18327.04,Delivered
BOL002122,ZIM,Sinotrans,Canadian Tire,Apparel,20RF,7,Rotterdam,New York,CIF,2024-04-26,2024-06-05,2024-06-05,40,0,Yes,None,3530.8,24715.6,186940.55,140216.98,Delivered
BOL002123,Hapag-Lloyd,Kuehne+Nagel,Best Buy Canada,Electronics,40GP,10,Hong Kong,Montreal,CFR,2023-04-12,2023-05-02,2023-05-02,20,0,Yes,None,2436.38,24363.8,141916.25,69695.85,Delivered
BOL002124,MSC,Kuehne+Nagel,Sport Chek,Food Products,45HC,3,Rotterdam,Vancouver,CFR,2023-07-06,2023-08-05,2023-08-05,30,0,Yes,None,2812.99,8438.97,63764.62,358556.24,Delivered
BOL002125,ONE,Sinotrans,Loblaws,Chemicals,45HC,2,Shanghai,Houston,DDP,2022-07-28,2022-08-30,2022-09-06,33,7,No,Customs Inspection,1130.51,2261.02,37948.3,205837.63,Delayed
BOL002126,ZIM,Expeditors,Walmart Canada,Apparel,20RF,4,Busan,Seattle,EXW,2023-12-20,2024-01-19,2024-01-19,30,0,Yes,None,2205.17,8820.68,89281.48,463200.68,Delivered
BOL002127,Maersk,Kuehne+Nagel,Home Depot Canada,Auto Parts,40HC,6,Rotterdam,Toronto,FOB,2023-08-18,2023-09-18,2023-09-18,31,0,Yes,None,3936.12,23616.72,78875.78,211033.0,Delivered
BOL002128,MSC,Sinotrans,Costco Canada,Toys,40GP,4,Singapore,Los Angeles,DDP,2024-04-27,2024-05-19,2024-05-19,22,0,Yes,None,4384.09,17536.36,54629.47,297652.03,Delivered
BOL002129,Hapag-Lloyd,Kuehne+Nagel,Aldo Group,Electronics,20GP,10,Kaohsiung,New York,DDP,2024-12-22,2025-01-19,2025-01-19,28,0,Yes,None,2001.92,20019.2,206211.45,230980.92,In Transit
BOL002130,Hapag-Lloyd,DSV,Loblaws,Textiles,20GP,4,Shanghai,New York,DDP,2024-04-12,2024-05-19,2024-05-19,37,0,Yes,None,2323.89,9295.56,83771.95,137214.62,Delivered
BOL002131,MSC,Panalpina,Aldo Group,Machinery,20GP,7,Kaohsiung,Houston,CIF,2023-01-22,2023-03-07,2023-03-07,44,0,Yes,None,1439.07,10073.49,113409.28,289502.11,Delivered
BOL002132,Yang Ming,DB Schenker,Shoppers Drug Mart,Furniture,45HC,10,Hamburg,Houston,DAP,2023-06-07,2023-07-09,2023-07-09,32,0,Yes,None,2018.42,20184.2,81783.28,51426.32,Delivered
BOL002133,Hapag-Lloyd,Expeditors,Hudson Bay,Chemicals,40RF,2,Hamburg,Halifax,CFR,2024-10-22,2024-11-05,2024-11-05,14,0,Yes,None,3198.94,6397.88,30554.14,142742.04,Delivered
BOL002134,ZIM,CEVA Logistics,Canadian Tire,Apparel,40GP,9,Colombo,Halifax,DDP,2023-10-04,2023-10-25,2023-10-25,21,0,Yes,None,1643.43,14790.87,78597.38,146463.97,Delivered
BOL002135,Yang Ming,CEVA Logistics,IKEA Canada,Apparel,20GP,3,Hong Kong,Seattle,DDP,2022-07-05,2022-08-16,2022-08-16,42,0,Yes,None,3327.43,9982.29,57984.41,321766.4,Delivered
BOL002136,ONE,Expeditors,Costco Canada,Furniture,40RF,5,Busan,Houston,CFR,2023-07-09,2023-08-11,2023-08-11,33,0,Yes,None,1442.8,7214.0,106145.6,322178.91,Delivered
BOL002137,Evergreen,Panalpina,Indigo Books,Electronics,45HC,6,Colombo,Vancouver,CIF,2024-09-16,2024-10-10,2024-10-10,24,0,Yes,None,3979.95,23879.7,120864.02,291151.37,Delivered
BOL002138,COSCO,DSV,Metro Inc,Toys,40RF,8,Ningbo,Vancouver,FOB,2024-02-14,2024-03-16,2024-03-16,31,0,Yes,None,1154.67,9237.36,55232.92,263649.74,Delivered
BOL002139,Hapag-Lloyd,Kuehne+Nagel,Home Depot Canada,Food Products,20GP,2,Rotterdam,Chicago,DDP,2022-05-30,2022-06-13,2022-06-13,14,0,Yes,None,4458.73,8917.46,15485.97,157341.42,Delivered
BOL002140,COSCO,DB Schenker,Shoppers Drug Mart,Textiles,45HC,6,Hamburg,New York,DDP,2024-10-30,2024-11-28,2024-11-28,29,0,Yes,None,3760.9,22565.4,53799.74,386048.73,Delivered
BOL002141,ZIM,DB Schenker,Best Buy Canada,Textiles,40HC,9,Shanghai,Toronto,CFR,2023-05-09,2023-06-23,2023-06-23,45,0,Yes,None,3296.36,29667.24,246056.68,252832.72,Delivered
BOL002142,CMA CGM,CEVA Logistics,Sobeys,Furniture,20GP,3,Shanghai,Montreal,DAP,2023-11-29,2023-12-28,2023-12-28,29,0,Yes,None,1120.22,3360.66,59836.3,387738.29,Delivered
BOL002143,HMM,Sinotrans,Home Depot Canada,Chemicals,40GP,9,Colombo,New York,DAP,2024-04-17,2024-05-26,2024-05-26,39,0,Yes,None,2392.4,21531.6,233486.86,423357.91,Delivered
BOL002144,ZIM,CEVA Logistics,Groupe Touchette,Electronics,20RF,3,Shanghai,New York,DDP,2023-09-22,2023-10-31,2023-10-31,39,0,Yes,None,4407.84,13223.52,68028.98,10570.28,Delivered
BOL002145,Evergreen,CEVA Logistics,Sobeys,Furniture,20RF,1,Rotterdam,Halifax,FOB,2024-07-04,2024-07-20,2024-07-20,16,0,Yes,None,2752.6,2752.6,16778.67,369255.82,Delivered
BOL002146,ZIM,Sinotrans,Hudson Bay,Food Products,20RF,3,Singapore,Montreal,DDP,2024-11-20,2024-12-19,2024-12-19,29,0,Yes,None,3287.83,9863.49,62717.95,250936.87,Delivered
BOL002147,Yang Ming,Kuehne+Nagel,Loblaws,Chemicals,40HC,5,Rotterdam,Seattle,DDP,2023-12-13,2023-12-30,2023-12-30,17,0,Yes,None,3804.67,19023.35,70421.27,226404.47,Delivered
BOL002148,Hapag-Lloyd,CEVA Logistics,Loblaw Companies,Chemicals,20RF,5,Shanghai,New York,CIF,2024-11-10,2024-12-04,2024-12-04,24,0,Yes,None,2644.12,13220.6,91400.4,11711.28,Delivered
BOL002149,CMA CGM,Expeditors,IKEA Canada,Chemicals,40GP,1,Singapore,Houston,DAP,2023-01-16,2023-02-26,2023-02-26,41,0,Yes,None,1601.81,1601.81,24438.6,200580.61,Delivered
BOL002150,CMA CGM,Sinotrans,Giant Tiger,Furniture,40HC,1,Colombo,Houston,EXW,2022-01-21,2022-02-06,2022-02-06,16,0,Yes,None,3510.03,3510.03,10223.31,52405.27,Delivered
BOL002151,ONE,Expeditors,Indigo Books,Auto Parts,40RF,9,Shanghai,Toronto,DAP,2024-09-07,2024-10-14,2024-10-14,37,0,Yes,None,1540.39,13863.51,202331.66,291630.38,Delivered
BOL002152,COSCO,Expeditors,Loblaw Companies,Auto Parts,40GP,5,Rotterdam,Los Angeles,DAP,2023-02-02,2023-02-24,2023-02-24,22,0,Yes,None,1279.22,6396.1,86270.87,183926.68,Delivered
BOL002153,Maersk,DSV,Groupe Touchette,Textiles,20RF,4,Hamburg,Toronto,DDP,2024-10-15,2024-11-09,2024-11-09,25,0,Yes,None,1177.43,4709.72,41443.14,122419.62,Delivered
BOL002154,COSCO,DSV,Reitmans,Textiles,40GP,8,Busan,Vancouver,CIF,2022-10-19,2022-11-15,2022-11-20,27,5,No,Port Congestion,841.22,6729.76,76342.52,124278.57,Delivered
BOL002155,ZIM,Panalpina,Best Buy Canada,Auto Parts,20GP,3,Shanghai,Chicago,DAP,2024-01-22,2024-03-01,2024-03-01,39,0,Yes,None,2132.18,6396.54,48593.74,278238.34,Delivered
BOL002156,ONE,Kuehne+Nagel,Loblaw Companies,Machinery,45HC,9,Singapore,Houston,EXW,2022-08-21,2022-10-04,2022-10-04,44,0,Yes,None,861.28,7751.52,247289.4,317638.46,Delivered
BOL002157,CMA CGM,Sinotrans,Aldo Group,Toys,40GP,8,Hong Kong,New York,CIF,2024-01-23,2024-03-08,2024-03-08,45,0,Yes,None,3096.68,24773.44,68950.92,151789.17,Delivered
BOL002158,Evergreen,Nippon Express,Aldo Group,Steel Products,40RF,3,Kaohsiung,Toronto,DAP,2024-12-05,2025-01-11,2025-01-11,37,0,Yes,None,2746.84,8240.52,53370.39,321473.02,In Transit
BOL002159,Yang Ming,CEVA Logistics,Home Depot Canada,Chemicals,40RF,6,Hong Kong,Halifax,EXW,2024-11-26,2024-12-23,2024-12-23,27,0,Yes,None,884.57,5307.42,52767.36,300992.82,Delivered
BOL002160,Hapag-Lloyd,Kuehne+Nagel,Sobeys,Toys,45HC,9,Hamburg,New York,DAP,2022-09-19,2022-10-24,2022-10-24,35,0,Yes,None,2297.71,20679.39,183916.54,28043.54,Delivered
BOL002161,ONE,Nippon Express,Loblaw Companies,Furniture,20RF,6,Busan,Montreal,EXW,2023-09-02,2023-10-13,2023-10-13,41,0,Yes,None,3479.39,20876.34,42285.71,368049.45,Delivered
BOL002162,HMM,DSV,Aldo Group,Food Products,40HC,10,Singapore,New York,CIF,2024-02-20,2024-03-15,2024-03-15,24,0,Yes,None,3609.68,36096.8,105663.09,341732.26,Delivered
BOL002163,Evergreen,Nippon Express,Canadian Tire,Apparel,20RF,6,Rotterdam,Houston,DAP,2023-11-21,2023-12-23,2023-12-23,32,0,Yes,None,1985.42,11912.52,132685.65,213231.49,Delivered
BOL002164,Yang Ming,Panalpina,Hudson Bay,Auto Parts,20GP,1,Busan,Miami,DDP,2023-03-21,2023-04-06,2023-04-06,16,0,Yes,None,3250.09,3250.09,21934.93,473004.9,Delivered
BOL002165,HMM,Sinotrans,Home Depot Canada,Auto Parts,40GP,3,Hamburg,Chicago,CFR,2024-03-10,2024-04-22,2024-04-22,43,0,Yes,None,4304.17,12912.51,29110.85,459880.85,Delivered
BOL002166,ZIM,Sinotrans,Loblaw Companies,Auto Parts,20GP,1,Rotterdam,Toronto,DDP,2024-03-12,2024-03-26,2024-03-26,14,0,Yes,None,3031.87,3031.87,11954.37,264504.67,Delivered
BOL002167,ONE,Sinotrans,Sobeys,Machinery,20RF,10,Hong Kong,Halifax,FOB,2023-09-26,2023-10-29,2023-10-29,33,0,Yes,None,3123.41,31234.1,95471.53,239824.0,Delivered
BOL002168,MSC,Nippon Express,Mountain Equipment,Electronics,20GP,7,Hong Kong,Montreal,EXW,2022-04-30,2022-05-15,2022-05-15,15,0,Yes,None,1882.75,13179.25,185971.31,356556.36,Delivered
BOL002169,ZIM,DB Schenker,Shoppers Drug Mart,Textiles,20RF,5,Busan,Montreal,FOB,2023-05-21,2023-06-21,2023-06-21,31,0,Yes,None,1743.28,8716.4,81782.12,114569.94,Delivered
BOL002170,ZIM,Expeditors,Groupe Touchette,Toys,45HC,6,Colombo,Chicago,FOB,2024-10-23,2024-11-07,2024-11-07,15,0,Yes,None,4198.05,25188.3,42126.85,103777.42,Delivered
BOL002171,Maersk,CEVA Logistics,Shoppers Drug Mart,Food Products,40HC,1,Busan,Montreal,CIF,2024-06-30,2024-07-31,2024-07-31,31,0,Yes,None,3043.05,3043.05,14275.36,166266.57,Delivered
BOL002172,Hapag-Lloyd,Panalpina,IKEA Canada,Auto Parts,20RF,10,Kaohsiung,Los Angeles,EXW,2022-11-03,2022-12-02,2022-12-02,29,0,Yes,None,3866.18,38661.8,139684.94,202707.82,Delivered
BOL002173,ZIM,CEVA Logistics,Metro Inc,Apparel,20GP,3,Busan,Montreal,FOB,2023-05-30,2023-07-08,2023-07-08,39,0,Yes,None,3834.92,11504.76,62336.02,200549.19,Delivered
BOL002174,ZIM,DSV,Giant Tiger,Food Products,20RF,5,Shanghai,New York,EXW,2023-03-06,2023-04-10,2023-04-10,35,0,Yes,None,2212.51,11062.55,25079.55,156830.92,Delivered
BOL002175,Evergreen,Panalpina,Sport Chek,Steel Products,40RF,2,Hong Kong,Toronto,DDP,2024-07-30,2024-09-09,2024-09-21,41,12,No,Port Congestion,2376.31,4752.62,18568.08,66738.25,Delayed
BOL002176,ONE,Expeditors,IKEA Canada,Textiles,40RF,2,Singapore,Vancouver,CFR,2023-12-21,2024-01-30,2024-01-30,40,0,Yes,None,3162.35,6324.7,51535.28,31763.09,Delivered
BOL002177,Maersk,Nippon Express,Shoppers Drug Mart,Furniture,45HC,7,Hong Kong,Toronto,CFR,2023-03-20,2023-04-26,2023-04-26,37,0,Yes,None,804.7,5632.9,166202.52,262656.21,Delivered
BOL002178,MSC,Sinotrans,Canadian Tire,Chemicals,20GP,3,Shenzhen,Montreal,CFR,2023-01-31,2023-02-14,2023-02-16,14,2,No,Port Congestion,3965.6,11896.8,70934.63,429513.81,Delivered
BOL002179,ONE,Kuehne+Nagel,Groupe Touchette,Chemicals,20RF,2,Hong Kong,Toronto,FOB,2022-07-05,2022-08-06,2022-08-06,32,0,Yes,None,1501.86,3003.72,28453.91,394361.04,Delivered
BOL002180,Hapag-Lloyd,Expeditors,Aldo Group,Steel Products,20RF,7,Colombo,Toronto,CIF,2023-04-01,2023-05-11,2023-05-11,40,0,Yes,None,3741.33,26189.31,114285.28,246683.31,Delivered
BOL002181,CMA CGM,Panalpina,Loblaws,Apparel,40RF,2,Busan,New York,CIF,2022-11-30,2023-01-06,2023-01-06,37,0,Yes,None,3020.6,6041.2,13851.55,481791.08,Delivered
BOL002182,ZIM,Panalpina,Metro Inc,Toys,40HC,1,Hamburg,Vancouver,EXW,2022-12-01,2022-12-23,2022-12-23,22,0,Yes,None,3263.18,3263.18,26704.39,415153.44,Delivered
BOL002183,CMA CGM,CEVA Logistics,IKEA Canada,Electronics,20RF,1,Ningbo,Miami,DDP,2024-02-29,2024-03-23,2024-03-23,23,0,Yes,None,2238.04,2238.04,7442.99,348347.92,Delivered
BOL002184,MSC,Expeditors,Loblaw Companies,Apparel,45HC,2,Shenzhen,Montreal,DDP,2024-03-06,2024-04-12,2024-04-12,37,0,Yes,None,1421.67,2843.34,15422.46,221494.61,Delivered
BOL002185,Yang Ming,DSV,Best Buy Canada,Furniture,40HC,10,Ningbo,Toronto,CIF,2023-03-30,2023-04-25,2023-04-25,26,0,Yes,None,4036.82,40368.2,166832.74,252707.46,Delivered
BOL002186,MSC,CEVA Logistics,Reitmans,Steel Products,20RF,10,Kaohsiung,Miami,DAP,2023-11-30,2024-01-10,2024-01-10,41,0,Yes,None,4486.84,44868.4,237555.43,424451.05,Delivered
BOL002187,COSCO,Kuehne+Nagel,Loblaws,Apparel,20GP,2,Rotterdam,Toronto,DAP,2023-08-14,2023-09-19,2023-09-19,36,0,Yes,None,1321.63,2643.26,12251.85,116404.65,Delivered
BOL002188,Hapag-Lloyd,DSV,IKEA Canada,Electronics,45HC,1,Hamburg,Vancouver,CFR,2022-01-28,2022-02-27,2022-02-27,30,0,Yes,None,4042.84,4042.84,21133.79,348978.04,Delivered
BOL002189,Maersk,DSV,Giant Tiger,Food Products,40HC,1,Hong Kong,Montreal,CIF,2024-05-20,2024-06-23,2024-06-23,34,0,Yes,None,3834.84,3834.84,5265.76,343251.21,Delivered
BOL002190,Hapag-Lloyd,Kuehne+Nagel,Loblaws,Furniture,40GP,10,Shanghai,Seattle,CFR,2023-11-29,2024-01-07,2024-01-07,39,0,Yes,None,3159.41,31594.1,260347.09,180709.74,Delivered
BOL002191,CMA CGM,DSV,Reitmans,Chemicals,20GP,5,Hamburg,Miami,CIF,2023-09-17,2023-10-10,2023-10-10,23,0,Yes,None,3095.1,15475.5,77244.6,431103.4,Delivered
BOL002192,CMA CGM,Kuehne+Nagel,Sport Chek,Textiles,20GP,10,Singapore,Seattle,DDP,2024-07-19,2024-08-27,2024-08-27,39,0,Yes,None,3783.76,37837.6,94907.75,56905.85,Delivered
BOL002193,HMM,Kuehne+Nagel,Home Depot Canada,Toys,20RF,6,Rotterdam,Los Angeles,DAP,2024-08-19,2024-09-20,2024-09-20,32,0,Yes,None,2955.07,17730.42,31976.74,483382.64,Delivered
BOL002194,Hapag-Lloyd,Sinotrans,Aldo Group,Food Products,20RF,7,Colombo,Los Angeles,CFR,2024-03-10,2024-04-17,2024-04-17,38,0,Yes,None,2410.93,16876.51,158646.98,161136.34,Delivered
BOL002195,CMA CGM,DB Schenker,Sobeys,Apparel,45HC,3,Singapore,Toronto,EXW,2024-09-16,2024-10-02,2024-10-02,16,0,Yes,None,3904.99,11714.97,66474.79,412544.82,Delivered
BOL002196,Maersk,DSV,Metro Inc,Textiles,40GP,5,Rotterdam,Toronto,EXW,2023-02-27,2023-03-18,2023-03-30,19,12,No,Bad Weather,1463.45,7317.25,48354.09,84172.06,Delayed
